codigo_programa;nome_programa;exclusao_logica_programa;indicador;exclusao_logica_indicador;unidade_de_medida;indice_de_referencia;em_apuracao_indice_de_referencia;data_de_apuracao;previsao_para_2021;em_apuracao_2021;previsao_para_2022;em_apuracao_2022;previsao_para_2023;em_apuracao_2023;previsao_para_2024;em_apuracao_2024;fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_status_em_apuracao_das_previsaoes_dos_indices;justificativa_status_em_apuracao_indice_de_referencia;data_alteracao;indicador_novo;polaridade
56;FOMENTO, DEMOCRATIZAÇÃO E ACESSO À CULTURA E AO TURISMO;False;NÚMERO DE MUNICÍPIOS BENEFICIADOS PELO ICMS PATRIMÔNIO CULTURAL E ICMS TURISMO;False;Município Beneficiado;805,0;;2020-06-20;810,0;;810,0;;820,0;;830,0;;INSTITUTO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO - IEPHA E SUPERINTENDÊNCIA DE POLÍTICAS DO TURISMO/SECULT;Anual;Estadual;NÚMERO TOTAL DE MUNICÍPIOS BENEFICIADOS;;;2020-10-01 15:57:00;False;MAIOR
56;FOMENTO, DEMOCRATIZAÇÃO E ACESSO À CULTURA E AO TURISMO;False;PROJETOS ANUALMENTE APROVADOS PELO FEC E LEIC;False;Projeto Aprovado;371,0;;2019-12-31;485,0;;485,0;;485,0;;485,0;;SECRETARIA DE ESTADO DE CULTURA E TURISMO - SECULT;Anual;Estadual;SOMATÓRIO DE PROJETOS APROVADOS;;;2020-10-01 15:57:00;False;MAIOR
56;FOMENTO, DEMOCRATIZAÇÃO E ACESSO À CULTURA E AO TURISMO;False;PRODUÇÃO E VEICULAÇÃO DE PROGRAMAÇÃO INÉDITA TELEVISIVA E RADIOFÔNICA;False;Minutos;1138800,0;;2019-12-31;601080,0;;601080,0;;601080,0;;601080,0;;FUNDAÇÃO TV MINAS CULTURAL E EDUCATIVA E EMPRESA MINEIRA DE COMUNICAÇÃO;Anual;Estadual;SOMATÓRIO DE MINUTOS DE PROGRAMAÇÃO INÉDITA TELEVISIVA E RADIOFÔNICA VEICULADA.;;;2020-10-01 15:57:00;True;MAIOR
57;SOLUÇÕES EM SERVIÇOS DE APOIO TÉCNICO-OPERACIONAL;False;EFETIVIDADE DE POSTOS DE SERVIÇOS;True;Percentual %;100,0;;2020-12-31;96,0;;94,0;;92,0;;90,0;;MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS S.A.;Anual;Estadual;NUMERO DE VAGAS ESTIMADAS/ NUMERO DE VAGAS OCUPADAS X 100;;;2020-10-01 15:57:00;False;MAIOR
57;SOLUÇÕES EM SERVIÇOS DE APOIO TÉCNICO-OPERACIONAL;False;EFETIVIDADE NA REALIZAÇÃO DE INVESTIMENTOS;False;Percentagem %;75,0;;2020-12-31;80,0;;82,5;;85,0;;87,5;;MGS - MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS S.A.;Anual;Estadual;(VALOR REALIZADO DOS INVESTIMENTOS / VALOR PREVISTO DE INVESTIMENTOS ) X 100;;;2020-10-01 15:57:00;False;MAIOR
58;EXPLORAÇÃO DE JOGOS LOTÉRICOS E SIMILARES;False;INDICE DE SUSTENTABILIDADE DA EXPLORAÇÃO DOS JOGOS LOTÉRICOS E SIMILARES;False;Número Índice;5,67;;2020-08-14;2,21;;2,21;;2,22;;2,22;;LOTERIA DO ESTADO DE MINAS GERAIS;Anual;Estadual;VALOR ARRECADO COM A EPLORAÇÃO DE JOGOS LOTÉRICOS E SIMILARES, SOMADOS AOS RECURSOS FINACEIROS DISPONÍVEIS ATÉ O EXERCÍCIO ANTERIOR PARA LIVRE UTILIZAÇÃO, DEDUZINDO O VALOR TOTAL DESTINADO AO FUNCIONAMENTO DA LEMG, INCLUINDO PESSOAL ATIVO E INATIVO, DIVIDIDO PELO VALOR TOTAL DESTINADO AO FUNCIONAMENTO DA LEMG, INCLUINDO PESSOAL ATIVO E INATIVO.   ;;;2020-10-01 15:57:00;False;MAIOR
60;FORMAÇÃO CULTURAL;False;Nº DE PESSOAS INSCRITAS/MATRICULADAS NO CEFART E ESCOLAS E CURSOS DA FAOP;False;PESSOA INSCRITA/MATRICULADA;1324,0;;2020-07-01;1561,0;;1591,0;;1631,0;;1631,0;;FUNDAÇÃO CLÓVIS SALGADO - FCS E FUNDAÇÃO DE ARTE DE OURO PRETO - FAOP;Anual;Estadual;SOMATÓRIO DAS PESSOAS MATRICULADAS/INSCRITAS NOS CURSOS OFERTADOS PELO CEFART E NAS ESCOLAS E CURSOS DA FAOP.;;;2020-10-01 15:57:00;False;MAIOR
61;PROTEÇÃO E SALVAGUARDA DE ACERVOS CULTURAIS;False;NÚMERO DE BENS E ACERVOS CULTURAIS PROTEGIDOS POR MEIO DE VISTORIAS, INTERVENÇÕES, CONSERVAÇÃO OU RESTAURAÇÃO PELO IEPHA E PELA FAOP;False;BEM/ACERVO PRESERVADO;71,0;;2020-01-20;65,0;;65,0;;57,0;;62,0;;INSTITUTO ESTADUAL DO PATRIMÔNIO HISTÓRICO E ARTÍSTICO - IEPHA E FUNDAÇÃO DE ARTE DE OURO PRETO - FAOP;Anual;Estadual;SOMATÓRIO DOS BENS E ACERVOS PRESERVADOS POR MEIO DE PROTEÇÃO, CONSERVAÇÃO OU RESTAURAÇÃO PELO IEPHA E PELA FAOP;;;2020-10-01 15:57:00;False;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS;False;%;1,2;;2018-12-31;3,6;;2,5;;2,5;;2,5;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA - IBGE E FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PERCENTUAL DA TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS MEDIDO PELA IBGE E FJP.;;;2020-10-01 15:57:00;False;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;False;%;8,76;;2018-12-31;8,7;;8,8;;8,8;;8,9;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;2020-10-01 15:57:00;False;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;EVOLUÇÃO DO EMPREGO;False;UNIDADE;69805,0;;2019-12-31;22000,0;;80000,0;;95000,0;;103000,0;;CAGED/MINISTÉRIO DO TRABALHO;Anual;Estadual;SOMA DO SALDO DE EMPREGOS FORMAIS GERADOS POR MÊS NO ANO;;;2020-10-01 15:57:00;False;MAIOR
63;MINAS + GERAIS - DIVERSIFICAÇÃO E FORTALECIMENTO DA ECONOMIA;False;VARIAÇÃO ANUAL DAS EXPORTAÇÕES EM MINAS GERAIS;False;%;-4,23;;2018-12-31;-4,9;;-4,4;;-3,9;;-3,4;;COMEX VIS / MDIC;Anual;Estadual;VALOR DAS EXPORTAÇÕES DE UM ANO DIVIDO PELO VALOR DAS EXPORTAÇÕES DO ANO IMEDIATAMENTE ANTERIOR.;;;2020-10-01 15:57:00;False;MAIOR
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;False;TAXA DE OCUPAÇÃO;False;%;87,88;;2018-12-31;86,7;;87,7;;88,5;;90,0;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA - IBGE / PESQUISA NACIONAL POR AMOSTRA DE DOMICÍLIOS - PNAD;Anual;Estadual;PERCENTUAL DA TAXA DE OCUPAÇÃO MEDIDO PELO PNAD/IBGE;;;2020-10-01 15:57:00;False;MAIOR
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;False;EVOLUÇÃO DOS EMPREGOS GERADOS PELAS MICRO E PEQUENAS EMPRESAS (MPE) EM MINAS GERAIS;False;UNIDADE;64854,0;;2018-12-31;9916,0;;36814,0;;44722,0;;49453,0;;SEBRAE;Anual;Estadual;SOMA DO SALDO DE EMPREGOS FORMAIS GERADOS NAS MPES POR MÊS NO ANO, A PARTIR DOS DADOS DO CAGED.;;;2020-10-01 15:57:00;False;MAIOR
64;CAMINHOS PARA O DESENVOLVIMENTO - DESENVOLVIMENTO E INTEGRAÇÃO REGIONAL;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;False;%;8,76;;2018-12-31;8,7;;8,8;;8,8;;8,9;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;2020-10-01 15:57:00;False;MAIOR
65;APRIMORAMENTO DA POLÍTICA ESTADUAL DE ASSISTÊNCIA SOCIAL;False;ID SUAS MG - INDICE DE DESENVOLVIMENTO DO SUAS EM MINAS GERAIS;False;Nota;0,6;;2020-07-22;0,64;;0,67;;0,7;;0,72;;ELABORAÇÃO PRÓPRIA COM BASE NO CENSO SUAS – MINISTÉRIO DA CIDADANIA.;Anual;Municipal;PARA MUNICÍPIOS QUE POSSUEM CREAS: {(ID CRAS MÉDIO MUNICIPAL/5) + (ID CREAS MÉDIO MUNICIPAL/5) + (ID CONSELHO/5) + (VARIÁVEIS DE GESTÃO/4)}/4 PARA MUNICÍPIOS QUE NÃO POSSUEM CREAS: {(ID CRAS MÉDIO MUNICIPAL/5) + (ID CONSELHO/5) + (VARIÁVEIS DE GESTÃO /4)}/3 PARA O CÁLCULO DO ÍNDICE DE DESENVOLVIMENTO DO SUAS EM MINAS GERAIS: O VALOR SERÁ OBTIDO PELA MÉDIA DOS VALORES ALCANÇADOS PELOS MUNICÍPIOS MINEIROS NOS SEGUINTES ATRIBUTOS: ID CRAS, ID CREAS, ID CONSELHO E VARIÁVEIS DE GESTÃO.;;;2020-10-01 15:57:00;False;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS;False;%;1,2;;2018-12-31;3,6;;2,5;;2,5;;2,5;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA - IBGE E FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PERCENTUAL DA TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS MEDIDO PELA IBGE E FJP.;;;2020-10-01 15:57:00;False;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;False;%;8,76;;2018-12-31;8,7;;8,8;;8,8;;8,9;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;2020-10-01 15:57:00;False;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;EVOLUÇÃO DO EMPREGO;False;UNIDADE;69805,0;;2018-12-31;22000,0;;80000,0;;95000,0;;103000,0;;CAGED/MINISTÉRIO DO TRABALHO;Anual;Estadual;SOMA DO SALDO DE EMPREGOS FORMAIS GERADOS POR MÊS NO ANO;;;2020-10-01 15:57:00;False;MAIOR
66;#VEMPRAMINAS - ATRAÇÃO DE INVESTIMENTOS;False;TAXA DE OCUPAÇÃO;False;%;87,88;;2018-12-31;86,7;;87,7;;88,5;;90,0;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA - IBGE / PESQUISA NACIONAL POR AMOSTRA DE DOMICÍLIOS - PNAD;Anual;Estadual;PERCENTUAL DA TAXA DE OCUPAÇÃO MEDIDO PELO PNAD/IBGE;;;2020-10-01 15:57:00;False;MAIOR
68;#ACELERAMINAS - DESENVOLVIMENTO DE POLÍTICAS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO;False;TOTAL DE PEDIDOS DE PATENTES DEPOSITADOS POR MINAS GERAIS;False;UNIDADE;862,0;;2018-12-31;923,0;;941,0;;960,0;;980,0;;INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL – INPI - HTTP://WWW.INPI.GOV.BR/SOBRE/ESTATISTICAS;Anual;Estadual;PATENTES DE INVENÇÃO (PI) + MODELO DE UTILIDADE (MU) + CERTIFICADO DE ADIÇÃO (CA);;;2020-10-01 15:57:00;False;MAIOR
68;#ACELERAMINAS - DESENVOLVIMENTO DE POLÍTICAS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO;False;TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS;False;%;1,2;;2018-12-31;3,6;;2,5;;2,5;;2,5;;INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATÍSTICA - IBGE E FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PERCENTUAL DA TAXA DE CRESCIMENTO DO PIB DE MINAS GERAIS MEDIDO PELA IBGE E FJP.;;;2020-10-01 15:57:00;False;MAIOR
68;#ACELERAMINAS - DESENVOLVIMENTO DE POLÍTICAS DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO;False;PARTICIPAÇÃO DE MINAS GERAIS NO PIB BRASILEIRO;False;%;8,76;;2018-12-31;8,7;;8,8;;8,8;;8,4;;FUNDAÇÃO JOÃO PINHEIRO - FJP;Anual;Estadual;PIB DE MINAS GERAIS DIVIDIDO PELO PIB DO BRASIL;;;2020-10-01 15:57:00;False;MAIOR
71;DESENVOLVIMENTO DA INFRAESTRUTURA ESTADUAL, MUNICIPAL E REGIONAL;False;ÍNDICE ACUMULADO DE MUNICÍPIOS MINEIROS ATENDIDOS PELAS AÇÕES DE DESENVOLVIMENTO DA INFRAESTRUTURA;False;%;20,0;;2020-12-31;30,0;;40,0;;50,0;;50,0;;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE - SEINFRA;Anual;Estadual;(SOMATÓRIO DO Nº DE DIFERENTES MUNICÍPIOS ATENDIDOS EM 2020, 2021, 2022 E 2023 / 853) * 100%;;;2020-10-01 15:57:00;False;MAIOR
72;DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;False;TAXA DE EXPANSÃO DO SISTEMA DE DISTRIBUIÇÃO;False;%;1,12;;2019-12-31;7,96;;3,52;;2,36;;0,64;;SUPERINTENDÊNCIA DE GESTÃO DE ATIVOS DA DISTRIBUIÇÃO;Anual;Estadual;[(POTÊNCIA ATUAL DE TRANSFORMAÇÃO INSTALADA (MVA) DO SISTEMA DE DISTRIBUIÇÃO - POTÊNCIA DE TRANSFORMAÇÃO INSTALADA (MVA) ANTERIOR) / (POTÊNCIA DE TRANSFORMAÇÃO INSTALADA (MVA) ANTERIOR)]*100.;;;2020-10-01 15:57:00;False;MAIOR
73;MOBILIDADE EM MINAS GERAIS;False;GRAU DE ACESSIBILIDADE DA FROTA DO TRANSPORTE METROPOLITANO;False;%;78,0;;2018-12-31;80,0;;80,0;;80,0;;80,0;;SISTEMA DE GERENCIAMENTO DO TRANSPORTE INTERMUNICIPAL E METROPOLITANO (SGTM E SGTI);Anual;Estadual;NÚMERO DE VEÍCULOS COM ELEVADOR DIVIDIDO PELA FROTA TOTAL CADASTRADA NO SGTM (SISTEMA DE GERENCIAMENTO DO TRANSPORTE METROPOLITANO);;;2020-10-01 15:57:00;False;MAIOR
73;MOBILIDADE EM MINAS GERAIS;False;ÍNDICE DE COBERTURA DO TRANSPORTE METROPOLITANO;False;%;91,18;;2018-12-31;92,0;;93,0;;93,0;;93,0;;SUPERINTENDÊNCIA DE TRANSPORTE INTERMUNICIPAL E METROPOLITANO/SEINFRA.;Anual;Estadual;PERCENTUAL DA POPULAÇÃO URBANA ATENDIDA EM ATÉ 500M DE ALGUMA ROTA DE ÔNIBUS DO SISTEMA METROPOLITANO, EXCLUINDO-SE BELO HORIZONTE.CALCULA-SE A POPULAÇÃO ATENDIDA POR MEIO DA PROPORÇÃO DIRETA DA ÁREA DE INFLUÊNCIA DAS ROTAS DE ÔNIBUS (RAIO DE 500M), COM A ÁREA COBERTA EM CADA SETOR CENSITÁRIO POPULACIONAL.;;;2020-10-01 15:57:00;False;MAIOR
73;MOBILIDADE EM MINAS GERAIS;False;ÍNDICE DE COBERTURA DO TRANSPORTE INTERMUNICIPAL;False;%;98,6;;2018-12-31;99,0;;99,0;;99,0;;99,0;;IBGE E SISTEMA DE GESTÃO DO TRANSPORTE INTERMUNICIPAL - SGTI, GERENCIADO PELA SUPERINTENDÊNCIA DE TRANSPORTE INTERMUNICIPAL E METROPOLITANO/SEINFRA.;Anual;Estadual;SOMA DA POPULAÇÃO DOS MUNICÍPIOS ATENDIDOS POR ALGUM SERVIÇO DE TRANSPORTE COLETIVO INTERMUNICIPAL DIVIDIDO PELA POPULAÇÃO DO ESTADO DE MINAS GERAIS;;;2020-10-01 15:57:00;False;MAIOR
75;MELHORIA DOS SERVIÇOS COMPARTILHADOS;False;PROCESSOS DE LOGÍSTICA CORPORATIVA REALIZADOS;False;%;;Em Apuração;;90,0;;92,0;;94,0;;95,0;;CENTRO DE SERVIÇOS COMPARTILHADOS;Anual;Estadual;MÉDIA DAS PORCENTAGENS DOS PROCESSOS DE LOGÍSTICA CORPORATIVA, SENDO QUE CADA PORCENTAGEM É CALCULADA PELA RAZÃO ENTRE O QUANTITATIVO REALIZADO E O ESTIMADO PARA O RESPECTIVO PROCESSO.;;"O ÍNDICE DE REFERÊNCIA CONSTA ""EM APURAÇÃO"" TENDO EM VISTA QUE O INDICADOR FOI CRIADO RECENTEMENTE E AINDA NÃO FOI REALIZADO O LEVANTAMENTO PARA O CÁLCULO.";2020-10-01 15:57:00;True;MAIOR
77;APRIMORAMENTO DA GESTÃO PÚBLICA POR MEIO DE ENSINO DE EXCELÊNCIA;False;ÍNDICE DE INOVAÇÃO NO SETOR PÚBLICO, FORMAÇÃO, CAPACITAÇÃO E QUALIFICAÇÃO DE PESSOAS EM ADMINISTRAÇÃO PÚBLICA;False;número absoluto;1172,0;;2018-12-31;1163,0;;1163,0;;1163,0;;1163,0;;FUNDAÇÃO JOÃO PINHEIRO;Anual;Estadual;(META FÍSICA ESTIMADA PARA O ANO/100) * 80;;;2020-10-01 15:57:00;False;MAIOR
81;INFRAESTRUTURA RODOVIÁRIA;False;PERCENTUAL DA MALHA RODOVIÁRIA DE MINAS GERAIS EM CONDIÇÕES BOAS OU REGULARES DE PAVIMENTO;False;%;87,28;;2017-04-30;70,0;;80,0;;88,22;;88,22;;RELATÓRIO DA CONDIÇÃO DA MALHA ELABORADO SEMESTRALMENTE PELOS COORDENADORES REGIONAIS COM AUXÍLIO DA;Anual;Estadual;RODOVIA BOM/ÓTIMO = ((KM RODOVIA BOM + KM RODOVIA ÓTIMO) / KM RODOVIA AVALIADA) X 100, SENDO:KM RODOVIA BOM = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM BOA CONDIÇÃO DO PAVIMENTO,KM RODOVIA ÓTIMO = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM ÓTIMA CONDIÇÃO DO PAVIMENTO,KM RODOVIA AVALIADA = QUILOMETRAGEM DE MALHA RODOVIÁRIA AVALIADA NO ESTADO;;;2020-10-01 15:57:00;False;MAIOR
82;OPERAÇÃO E SEGURANÇA VIÁRIA;False;PERCENTUAL DA MALHA RODOVIÁRIA DE MINAS GERAIS EM ÓTIMAS OU BOAS CONDIÇÕES DE PAVIMENTO;False;%;87,28;;2017-04-30;78,8;;88,22;;88,22;;88,22;;RELATÓRIO DA CONDIÇÃO DA MALHA ELABORADO SEMESTRALMENTE PELOS COORDENADORES REGIONAIS COM AUXÍLIO DA;Anual;Estadual;RODOVIA BOM/ÓTIMO = ((KM RODOVIA BOM + KM RODOVIA ÓTIMO) / KM RODOVIA AVALIADA) X 100, SENDO:KM RODOVIA BOM = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM BOA CONDIÇÃO DO PAVIMENTO,KM RODOVIA ÓTIMO = QUILOMETRAGEM DE MALHA RODOVIÁRIA EM ÓTIMA CONDIÇÃO DO PAVIMENTO,KM RODOVIA AVALIADA = QUILOMETRAGEM DE MALHA RODOVIÁRIA AVALIADA NO ESTADO.;;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTENCIA TÉCNICA E EXTENSÃO RURAL EM BOVINOCULTURA;False;ATENDIMENTO;10,5;;2019-07-31;16,0;;16,0;;16,0;;16,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL  EM CAFEICULTURA;False;ATENDIMENTO;8,0;;2019-07-31;11,0;;11,0;;11,0;;11,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM COMERCIALIZAÇÃO E GESTÃO;False;ATENDIMENTO;14,5;;2019-07-31;21,0;;21,0;;21,0;;21,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM CRIAÇÕES (EXCETO BOVINOS);False;ATENDIMENTO;8,0;;2019-07-31;12,0;;12,0;;12,0;;12,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM CULTURAS (EXCETO CAFÉ);False;ATENDIMENTO;10,5;;2019-07-31;14,0;;14,0;;14,0;;14,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM HORTALIÇAS E FRUTAS;False;ATENDIMENTO;10,0;;2019-07-31;20,0;;20,0;;20,0;;20,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM INCLUSÃO PRODUTIVA;False;ATENDIMENTO;21,5;;2019-07-31;34,0;;34,0;;34,0;;34,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
87;ASSISTÊNCIA TECNICA E EXTENSÃO RURAL PARA O ESTADO DE MINAS GERAIS;False;ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL EM MEIO AMBIENTE E AGRICULTURA SUSTENTÁVEL;False;ATENDIMENTO;17,0;;2019-07-31;22,0;;22,0;;22,0;;22,0;;EMATER-MG;Mensal;Estadual;NÚMERO DE ATENDIMENTOS REALIZADOS A PRODUTORES RURAIS NO INDICADOR X 100, DIVIDIDO PELO SOMATÓRIO DE ATENDIMENTOS, DE TODOS OS INDICADORES DO ANO BASE = 1.000.000 (HUM MILHÃO);;;2020-10-01 15:57:00;False;MAIOR
91;GESTÃO E DESENVOLVIMENTO SUSTENTÁVEL DE RECURSOS HÍDRICOS;False;DENSIDADE DE ESTAÇÕES DE MONITORAMENTO DA QUALIDADE DA ÁGUA E MEDIÇÃO DE VAZÃO SIMULTÂNEA NO TERRITÓRIO DE MINAS GERAIS;False;estação - 1.000 km2;0,39;;2020-08-10;0,49;;0,5;;0,51;;0,52;;INSTITUTO MINEIRO DE GESTÃO DAS ÁGUAS;Anual;Estadual;(Nº DE ESTAÇÕES DE MONITORAMENTO DA QUALIDADE DA ÁGUA COM MEDIÇÃO SIMULTÂNEA DE VAZÃO) / [(ÁREA DO ESTADO DE MINAS GERAIS)/(1.000)];;;2020-10-01 15:57:00;False;MAIOR
92;TRANSMISSÃO DE ENERGIA ELÉTRICA;False;TAXA DE EXPANSÃO DO SISTEMA DE TRANSMISSÃO;False;%;3,19;;2019-12-13;0,83;;3,38;;1,2;;1,45;;REFORÇOS E MELHORIAS TRANSMISSÃO EO/RM;Anual;Estadual;[(POTÊNCIA ATUAL DE TRANSFORMAÇÃO INSTALADA (MVA) - POTÊNCIA TRANSFORMAÇÃO INSTALADA (MVA) ANO ANTERIOR)/ (POTÊNCIA TRANSFORMAÇÃO INSTALADA (MVA) ANO ANTERIOR)]*100;;;2020-10-01 15:57:00;False;MAIOR
93;INSTRUMENTOS DA POLÍTICA ESTADUAL DE RECURSOS HÍDRICOS;False;ABRANGÊNCIA DA IMPLEMENTAÇÃO DOS INSTRUMENTOS DA POLÍTICA ESTADUAL DE RECURSOS HÍDRICOS;False;%;45,1;;2020-12-18;52,1;;70,8;;90,3;;100,0;;INSTITUTO MINEIRO DE GESTÃO DAS ÁGUAS;Anual;Estadual;(SOMA DE INSTRUMENTOS IMPLEMENTADOS + SOMA DE ENTES DO SISTEMA DE GERENCIAMENTO INSTITUIDOS)/144;;;2020-10-01 15:57:00;False;MAIOR
93;INSTRUMENTOS DA POLÍTICA ESTADUAL DE RECURSOS HÍDRICOS;False;REDUÇÃO DO PASSIVO DE PROCESSOS DE OUTORGA;False;Percentual;0,0;;2018-12-31;77,89;;100,0;;100,0;;100,0;;DIRETORIA DE PLANEJAMENTO E REGULAÇÃO - DPLR;Anual;Estadual;(N° DE PROCESSOS FINALIZADOS - Nº DE ENTRADA DE PROCESSOS)/(PASSIVO TOTAL) X100;;;2020-10-01 15:57:00;True;MAIOR
